,0,y
0,-1.3756546363367583,5.5091041750242
1,-3.6117564136500753,17.251277337830498
2,-3.5281717522634555,16.073650513230582
3,-4.0729686221561705,19.898662114071296
4,-2.1345923706753216,8.21399232727165
5,-5.301538696880282,33.08098335668127
6,-1.25518823578352,4.3408768099787896
7,-3.761206900895103,19.61550874697513
8,-2.6809609039429017,15.507155722690083
9,-3.24937037547741,17.042496158184875
10,-1.537892062955026,6.981440892576836
11,-5.060140709497654,28.82976607174575
12,-3.3224172040135076,14.544139490023259
13,-3.3840543546684154,19.836733077405757
14,-1.8662305576645626,8.584432003913042
15,-4.099891267314031,20.535117110659144
16,-3.1724282075504355,15.4461317013966
17,-3.877858417921372,24.238296182401328
18,-2.9577862532844073,13.988817425081471
19,-2.417184786284178,12.077188510458525
20,-4.100619177212922,22.415418276438032
21,-1.8552762901603859,7.737550419844247
22,-2.0984092794072042,7.118285107857982
23,-2.4975056610981317,10.538849082391462
24,-2.099144050735588,8.988617278989057
25,-3.683727859174333,19.743097322821512
26,-3.122890225518648,16.430410188388922
27,-3.9357694342590688,22.352485202255064
28,-3.267888079626016,16.25026715147033
29,-2.469644533261814,12.869426449211417
